Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-01,2020-01-02,21.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-02,2020-01-03,5.100000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-03,2020-01-04,9.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-04,2020-01-05,4.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-05,2020-01-06,2.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-06,2020-01-07,8.600000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-07,2020-01-08,8.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-08,2020-01-09,13.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-09,2020-01-10,5.800000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-10,2020-01-11,6.600000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-11,2020-01-12,6.300000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-12,2020-01-13,4.900000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-13,2020-01-14,7.300000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-14,2020-01-15,6.700000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-15,2020-01-16,6.100000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-16,2020-01-17,13.100000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-17,2020-01-18,8.800000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-18,2020-01-19,65.400000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-19,2020-01-20,44.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-20,2020-01-21,11.900000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-21,2020-01-22,15.300000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-22,2020-01-23,18.100000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-23,2020-01-24,11.300000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-24,2020-01-25,8.800000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-25,2020-01-26,6.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-26,2020-01-27,7.700000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-27,2020-01-28,4.800000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-28,2020-01-29,6.800000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-29,2020-01-30,7.600000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-30,2020-01-31,5.700000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-01-31,2020-02-01,6.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-01,2020-02-02,15.000000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-02,2020-02-03,10.100000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-03,2020-02-04,6.700000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-04,2020-02-05,27.700000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-05,2020-02-06,40.900000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-06,2020-02-07,12.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-07,2020-02-08,8.500000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
IE/SPO.IE.IE004DPSample1_6001,6001,2020-02-08,2020-02-09,5.200000000000000000,ug.m-3,day,1,1,2021-09-29 11:42:08,100.000000000000000000,47d63337-e186-4855-b295-c8c6a275f9a9
