Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
IE/SPO.IE.IE016CKSample1_5,5,2023-01-01,2023-01-02,7.982281000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-02,2023-01-03,8.787552000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-03,2023-01-04,9.922312000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-04,2023-01-05,21.142781000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-05,2023-01-06,15.091177000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-06,2023-01-07,9.922958000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-07,2023-01-08,15.131875000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-08,2023-01-09,8.654677000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-09,2023-01-10,13.184343000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
IE/SPO.IE.IE016CKSample1_5,5,2023-01-10,2023-01-11,8.702270000000000000,ug.m-3,day,1,1,2024-09-05 11:18:32,100.000000000000000000,7b6c8835-b7b2-414e-95b4-a0d17ef6857d
